d1,d2,type
1003,1331,44
94,918,9
755,395,66
133,892,25
156,989,6
531,1136,5
1246,403,6
286,770,25
706,1112,45
248,246,53
530,117,45
1105,212,14
431,94,6
106,301,25
576,709,25
819,606,9
1006,482,66
1371,619,12
525,790,25
29,544,66
298,1401,53
91,1377,9
1050,1321,8
241,47,5
298,110,25
243,1441,34
876,887,53
945,1035,45
464,1062,25
75,1019,12
35,294,5
1143,766,9
1438,926,34
728,1011,25
1256,954,0
895,1136,11
328,536,66
586,121,25
1017,1215,57
1225,520,9
1260,702,25
1023,1135,16
208,1345,5
752,898,75
1072,888,8
170,969,9
553,852,5
259,556,60
952,71,25
1071,314,25
547,406,5
951,219,25
384,684,12
321,1027,5
1332,239,8
304,416,66
1194,1072,5
296,502,53
750,574,64
1048,157,5
1192,426,9
502,950,25
315,798,9
873,1337,25
1333,24,5
1333,760,5
49,1458,8
518,961,9
626,1391,9
70,1388,66
1271,560,8
1282,668,14
888,1384,9
272,172,5
789,298,80
1062,289,25
253,1088,25
583,1171,25
83,571,25
1155,1380,9
29,746,25
259,301,75
53,60,75
801,63,75
384,1389,25
59,597,9
680,536,77
578,44,5
955,1235,66
421,1215,57
197,464,53
1395,1321,9
328,367,9
966,1164,5
162,1364,25
204,512,75
709,796,25
1048,1057,25
1413,962,14
739,1395,75
1322,16,31
1091,1057,66
1213,1164,5
945,369,25
728,801,5
117,840,5
855,1345,9
1378,290,9
885,1079,25
618,1108,8
1041,342,5
1167,81,8
188,1047,25
94,110,9
905,597,9
422,107,45
459,1360,25
474,1254,9
474,49,5
474,195,25
286,109,5
444,1276,51
598,1370,53
673,195,5
673,44,5
1390,1085,53
1147,1380,10
966,360,6
80,927,25
598,1217,5
296,1052,53
819,508,9
415,148,25
52,598,25
631,1067,25
1521,46,31
91,941,5
1360,242,34
1359,1257,3
1139,294,47
909,1458,8
842,701,12
392,99,5
462,1235,25
391,1416,9
1019,840,5
961,762,9
410,384,25
78,945,47
367,729,12
153,1332,8
960,499,9
1005,1317,8
1210,1004,25
1401,1416,25
798,1391,9
19,30,12
763,617,5
351,849,5
412,776,8
1492,254,25
551,568,25
763,290,5
133,549,13
555,825,5
515,755,25
867,1389,25
366,1479,66
1347,1416,9
1139,544,65
903,1392,5
668,1076,8
889,753,63
1334,403,8
881,1444,25
1071,803,25
650,102,21
1317,271,25
836,1416,9
653,50,75
1163,881,5
179,581,41
227,1384,9
605,156,25
855,1443,66
584,612,14
1144,167,5
32,248,25
1452,857,9
1045,1047,25
397,717,75
606,71,5
67,409,5
390,1027,25
83,1118,9
1523,717,5
811,861,25
288,1510,25
287,1366,66
950,1136,75
439,920,25
210,1213,66
956,1416,9
952,717,5
379,968,9
632,814,66
580,1035,45
952,274,25
268,288,53
769,282,75
202,58,5
1138,544,12
64,774,12
156,879,75
485,1458,6
158,1139,25
718,122,5
282,1009,66
699,639,62
978,888,19
158,124,25
1187,1035,45
1315,195,25
902,241,75
1510,598,25
152,941,5
1379,717,9
176,707,25
480,1304,9
312,1024,25
1378,1384,9
81,560,6
1041,484,5
33,416,66
271,106,5
1359,881,9
1141,1384,9
307,1470,9
89,1012,40
827,47,5
574,30,12
271,1233,25
806,1007,25
33,29,66
847,437,25
1235,37,50
1183,158,25
686,474,14
246,86,5
1390,177,53
916,388,73
1315,1072,75
966,1147,12
598,241,5
1139,1055,34
439,259,5
1185,752,63
245,651,25
1036,753,63
955,182,66
418,783,25
302,1019,12
1021,1322,9
171,1314,68
38,617,5
1489,786,0
376,717,5
1021,783,9
296,1370,53
376,105,5
391,941,5
522,382,25
1126,70,66
944,829,25
749,1304,9
1227,1349,9
155,29,9
193,1137,5
517,387,25
913,388,50
1054,1234,39
1081,688,25
1484,499,34
134,84,25
369,106,50
630,786,25
685,840,5
1095,176,5
636,703,25
302,148,25
882,790,25
636,1443,66
1038,525,5
477,63,75
1507,71,5
824,136,25
824,155,9
698,827,25
561,983,34
282,969,9
737,1122,12
120,1349,9
703,776,8
651,861,25
801,157,5
1027,1433,5
837,657,5
597,881,75
804,964,16
431,374,5
627,1041,25
789,284,80
960,464,25
1067,201,53
33,397,5
1035,1302,5
1152,936,75
1110,1443,25
780,855,34
368,1552,25
960,966,9
1030,1304,9
167,385,25
171,1335,25
1001,190,12
1397,762,5
166,174,25
1237,1072,5
205,551,25
936,573,25
574,508,66
526,34,5
934,355,8
317,700,53
1071,702,25
1397,360,6
437,631,53
298,410,53
916,1345,9
298,889,25
1049,961,9
874,230,25
769,1510,25
1009,935,36
1314,923,5
1064,1007,25
462,385,25
1085,520,25
90,421,25
1188,576,9
275,1444,5
1311,798,9
443,827,25
199,916,50
675,282,75
499,509,25
517,1167,25
1171,89,5
535,802,25
875,1440,12
1023,1333,16
385,906,25
87,1005,34
343,244,12
82,265,5
633,1254,9
1460,703,66
60,99,9
1018,1476,0
1235,239,6
933,670,53
202,861,25
703,485,73
1240,455,9
419,1371,25
1460,632,66
1219,156,9
1475,310,33
522,360,6
1253,84,25
796,989,6
769,1391,9
502,1035,45
190,654,75
913,272,25
852,256,12
1510,721,25
392,1313,12
855,1222,9
269,336,8
948,731,12
390,223,61
116,281,5
475,1052,25
479,346,25
1213,1458,8
1165,360,6
1128,1177,25
1345,314,5
195,81,8
1260,1526,25
213,570,25
302,969,9
1038,1416,9
1506,798,5
324,755,25
401,884,66
1554,107,45
653,710,25
1464,406,5
819,1222,5
379,1159,77
75,508,25
376,751,25
1268,1507,25
845,544,12
796,824,75
227,1479,66
1050,1019,12
359,1075,9
36,656,25
861,670,53
37,760,25
837,888,8
1147,1433,10
374,455,9
75,935,12
352,1416,25
895,968,11
188,1141,25
867,201,53
392,352,8
299,753,63
726,167,25
62,110,66
167,1128,25
168,221,25
889,1349,9
269,1548,12
133,464,25
571,753,63
49,59,46
385,459,25
1303,517,12
148,99,5
721,69,9
903,89,5
1321,488,25
1014,122,44
526,945,25
437,1340,53
309,1453,55
544,1203,66
508,74,13
56,446,25
1499,400,25
1163,86,5
892,921,25
1192,657,9
1131,1136,5
441,1005,66
582,636,8
1188,658,9
1159,109,5
868,1403,25
1198,1322,8
50,1353,9
1129,294,5
464,352,25
822,1257,8
1453,679,9
282,381,66
1202,227,46
1477,1105,20
351,1400,25
620,126,25
1014,628,25
89,81,6
662,653,12
763,923,5
301,1188,73
703,1371,25
549,1171,25
384,99,5
771,454,63
794,1208,9
1240,105,5
1127,190,12
284,1150,53
1441,651,66
894,56,25
376,1384,9
754,1003,72
1019,1126,34
579,57,8
1198,1072,9
610,670,53
1404,653,64
1295,1118,81
90,1203,25
294,1168,5
315,1064,9
463,71,5
477,484,9
705,1536,5
1392,941,9
844,203,51
1045,134,25
488,397,75
253,1046,25
1314,631,75
1064,403,6
609,444,66
475,474,25
1030,309,25
271,1157,25
266,49,5
426,900,9
246,559,9
886,238,8
621,1250,46
673,874,25
621,1366,46
269,1388,12
197,1050,53
1127,989,8
575,1328,25
248,286,25
44,1160,75
379,856,25
1422,762,9
42,384,25
397,294,5
913,980,61
1248,1332,8
815,533,82
614,584,25
340,555,25
909,636,8
771,484,5
78,880,45
1380,802,25
1203,862,66
124,980,80
219,536,66
943,343,25
176,366,25
1198,203,46
603,1127,25
68,463,45
502,896,75
438,1122,12
307,444,5
190,81,6
1390,861,53
148,84,25
534,560,8
281,691,45
674,1304,9
755,814,66
106,1416,9
56,886,14
813,1167,12
120,1458,9
1040,1489,12
1407,1458,8
651,710,25
621,119,75
675,1322,75
894,1295,25
392,691,33
804,1286,16
430,783,25
609,484,5
287,708,66
34,988,5
567,695,25
579,401,51
201,908,75
253,244,25
583,155,5
193,867,5
389,188,25
406,1317,9
572,1218,47
1122,95,25
955,628,25
1401,158,25
888,385,66
956,448,25
170,289,5
203,294,5
1260,1426,25
179,60,75
938,861,25
965,462,64
575,614,25
1079,703,66
509,734,25
280,553,25
506,286,5
609,1458,8
544,279,9
880,1157,9
1479,1041,25
1049,1328,5
1051,155,5
792,1370,53
71,776,6
892,1027,53
241,631,25
1504,1168,5
464,1128,25
871,46,5
1513,44,5
1238,1495,12
1296,1031,25
1233,236,77
1311,748,9
464,38,5
71,802,25
811,286,25
1366,403,6
1186,395,25
56,590,71
219,99,9
1170,525,5
1029,1470,8
850,458,25
660,46,5
1186,836,53
621,906,46
86,913,9
955,1148,66
401,562,25
1271,968,9
426,622,9
1164,1322,9
544,627,12
1185,475,12
404,825,5
942,768,75
1117,195,25
59,668,25
1324,241,53
179,560,6
1007,861,25
363,49,5
399,906,25
736,1171,25
1067,560,6
1014,454,63
804,633,16
317,1127,25
1253,32,25
1394,700,25
177,960,25
974,948,66
945,112,25
482,708,25
1089,1057,25
1054,709,39
204,336,75
275,536,77
156,324,9
123,1017,12
488,53,75
1167,474,14
475,1023,25
814,894,66
492,812,75
150,913,25
105,353,75
160,395,66
354,1362,53
909,679,8
331,916,66
1347,406,5
700,1349,9
290,641,25
454,148,5
269,762,5
510,1254,9
1165,840,5
76,626,25
1520,950,78
437,352,53
1014,381,66
34,888,6
1347,914,6
515,249,20
674,945,25
289,1013,80
594,525,25
1293,586,12
792,412,25
431,1401,25
1251,107,33
983,756,25
977,1072,6
24,1304,9
770,168,25
37,1345,9
91,966,9
1021,71,9
431,840,5
1265,1222,9
567,1492,25
410,1194,25
945,556,25
36,181,25
33,1072,5
945,988,5
768,89,5
409,1416,9
708,580,25
390,136,25
498,1422,25
512,1222,5
512,949,5
381,1479,66
1243,286,12
900,315,25
169,653,25
942,401,51
284,455,9
876,1207,25
526,246,53
1295,989,6
368,366,34
545,1035,45
871,961,9
857,176,5
840,717,5
1063,1536,5
881,1016,8
605,892,25
227,1317,9
1159,679,5
486,716,25
960,581,61
625,1055,25
1063,887,53
620,1407,25
208,403,6
566,1144,25
409,737,25
659,950,25
428,89,5
287,366,66
406,148,5
1237,239,6
179,1147,75
1122,983,34
37,804,51
528,989,6
29,52,25
1271,762,9
580,157,5
87,1256,12
1397,346,5
1141,776,8
1009,1305,25
742,1314,68
284,526,53
770,926,66
106,707,25
201,1227,5
970,869,25
143,941,5
947,836,25
1477,713,20
1547,89,5
1071,943,25
227,289,73
610,1159,77
355,328,66
852,753,63
162,60,5
1328,94,6
1064,1052,25
296,944,73
1144,1491,12
256,522,12
651,60,78
772,1072,6
464,654,25
1051,1254,9
168,167,75
461,658,9
1311,1391,9
454,991,12
288,1253,25
690,863,25
517,1361,25
1539,412,25
760,1213,66
124,67,63
621,360,6
1126,416,66
134,656,25
991,586,12
388,66,41
856,768,75
1535,458,12
1106,1493,76
1400,1552,25
718,679,56
1370,1536,9
560,389,25
938,1127,25
617,137,5
882,942,25
1137,86,5
560,887,53
560,681,25
571,1131,51
1137,122,5
583,879,75
1240,1470,9
1198,360,6
631,670,53
1395,1391,9
27,690,47
162,431,25
1126,562,66
38,562,25
1227,1322,8
328,1394,9
769,798,9
770,825,5
339,177,9
658,1194,31
754,1062,53
945,873,25
156,510,5
132,455,8
480,906,25
319,912,72
168,871,5
1041,969,9
301,842,63
1183,649,25
905,124,5
553,1024,25
1311,1334,75
842,59,12
295,388,51
1055,827,5
80,436,25
1305,394,25
153,109,12
1258,1224,45
900,1302,25
106,1217,5
1337,484,5
1505,69,5
670,825,5
109,653,25
508,811,25
614,902,25
653,504,38
822,99,5
874,1422,25
650,86,5
667,52,25
46,908,75
36,412,25
597,168,75
409,71,5
68,374,9
1452,606,9
755,204,66
603,374,5
409,503,25
390,1171,25
219,1005,66
216,896,9
153,221,25
942,1027,25
583,755,25
103,282,31
553,1296,25
1296,366,34
1414,28,25
148,1052,25
280,641,37
280,619,25
898,455,9
1051,105,5
1375,1240,78
1066,1353,5
813,242,25
1174,923,5
754,911,53
851,518,5
1188,421,9
1067,289,25
1185,1237,5
1361,850,25
679,112,5
679,24,5
256,482,25
586,1260,25
828,798,5
811,950,25
312,807,14
921,1401,25
87,926,34
1014,1020,25
477,1159,77
401,71,5
991,658,9
59,499,25
932,266,9
736,1208,5
160,855,25
1016,962,14
378,122,5
284,436,53
566,1009,66
544,503,25
578,249,14
771,1392,5
1117,147,6
769,1217,5
795,403,6
751,220,25
754,792,53
619,1016,3
1085,560,25
99,352,25
694,38,5
422,67,63
1157,1458,8
1487,235,5
855,581,41
137,1081,9
1055,42,43
152,1237,5
891,597,9
177,321,25
173,1102,9
583,772,53
641,289,73
1487,239,6
287,605,25
705,1007,25
905,968,5
290,389,25
780,1035,45
1321,703,34
883,515,25
675,172,5
1465,486,25
886,396,8
801,824,75
42,515,25
418,59,25
555,301,34
147,256,73
955,536,66
774,1550,9
801,1216,5
280,68,25
38,374,9
298,1144,25
1465,343,12
397,444,5
1215,107,45
1014,1337,63
1026,1131,34
571,24,5
34,109,5
1020,961,9
571,827,5
524,1484,25
746,360,6
176,301,25
156,549,25
1231,882,25
977,1208,5
74,190,12
1470,360,8
785,412,5
210,802,25
1273,590,25
544,508,66
167,355,8
34,360,6
150,508,25
387,604,25
1109,27,5
960,1194,25
760,941,5
385,1352,25
354,133,53
1225,120,9
148,892,25
1183,1390,25
512,1391,9
650,1334,19
455,1470,9
900,99,5
441,655,66
315,89,75
526,1345,25
124,923,5
197,1401,53
75,583,25
585,1347,66
1049,801,5
314,516,75
1455,1108,12
530,227,12
1311,1212,75
837,34,5
1334,406,5
1174,110,5
913,1004,25
584,1477,20
486,887,53
679,1136,5
571,1536,5
1105,366,34
1091,845,63
620,1359,25
477,944,73
428,69,5
1345,724,80
153,991,25
750,328,64
401,961,9
553,117,45
581,791,25
29,556,25
680,1370,53
380,798,5
185,837,25
1240,1328,80
934,1227,9
913,1174,12
772,1322,9
201,1079,25
822,1458,8
33,1250,66
106,556,25
181,379,25
553,388,34
1198,916,46
1223,631,75
884,862,66
1162,989,6
282,1001,72
360,681,25
162,825,5
1411,412,8
948,1488,25
165,544,12
691,762,9
201,1332,8
294,683,25
690,1439,25
1380,374,9
1379,91,9
1017,1028,57
1063,86,5
443,1340,25
1085,1150,25
1328,71,5
314,721,25
1539,700,53
656,795,25
134,887,53
1314,290,75
1344,1478,9
905,1349,9
271,58,5
84,443,25
97,112,8
1141,1419,9
232,498,25
564,48,76
201,1201,34
656,1317,5
617,783,25
1433,1164,9
654,444,5
82,27,5
86,1416,9
1185,544,12
988,914,6
1258,83,25
832,560,6
422,968,5
439,282,5
966,1230,12
244,861,25
16,177,78
824,527,25
78,1107,25
1462,444,25
415,1089,25
341,107,45
401,454,63
12,86,5
525,304,66
177,1014,25
737,1443,66
913,837,25
410,1237,9
1397,1129,75
1026,212,14
1347,172,8
176,342,5
167,654,75
176,122,5
728,265,5
620,1545,25
1554,753,63
979,1029,25
151,172,5
1138,1072,12
30,1035,45
949,1021,70
560,1148,66
983,454,63
290,573,25
531,923,5
1235,401,50
673,680,25
819,560,6
133,560,6
806,525,25
574,922,25
1484,1004,34
1050,379,25
1337,459,60
275,685,25
222,265,5
1023,69,5
90,883,25
1159,969,9
50,847,9
195,523,25
430,1444,25
91,637,25
568,105,5
1108,253,0
965,1072,9
1255,1185,63
236,1337,25
153,134,25
309,1027,53
942,1240,25
220,899,57
216,1388,16
769,516,75
906,926,25
27,573,25
703,315,5
216,193,16
166,46,5
120,560,6
528,562,25
888,636,66
798,377,8
321,508,25
528,961,9
607,1455,3
1101,1452,25
680,658,5
328,862,66
920,235,63
721,888,6
914,1290,9
317,306,25
120,315,5
649,1536,5
1353,1250,25
691,968,9
912,298,80
294,89,5
892,412,25
1233,650,53
1089,181,25
1188,502,9
827,658,75
275,1210,9
352,236,77
382,1108,3
155,1249,61
480,1072,9
586,126,25
937,382,42
762,1257,8
253,1223,9
1344,1302,9
885,1085,25
49,1384,9
1452,1015,9
763,1128,25
1433,3,25
26,222,9
617,961,9
971,560,8
181,914,6
82,1452,25
231,148,25
282,737,66
1526,1388,9
213,905,25
677,397,12
1260,169,34
379,176,5
786,286,75
947,795,25
936,1045,25
201,5,5
12,1349,9
594,867,25
5,816,5
376,1371,25
362,71,5
1217,868,9
930,155,9
523,889,25
211,1479,60
1138,119,63
955,366,66
125,1203,66
1048,1322,9
1322,268,31
1379,760,9
243,1366,34
1526,1256,3
659,360,6
789,784,12
117,762,5
789,343,12
492,631,75
1355,989,8
1322,94,8
287,654,25
1360,468,25
1041,172,5
271,1304,9
94,1433,5
1213,94,6
1240,1235,34
271,1168,9
580,467,45
286,1246,5
1314,397,75
562,862,66
1390,486,53
400,651,25
1340,1240,25
377,484,0
1026,1273,25
628,908,75
870,658,75
819,1304,9
962,670,43
46,268,75
651,498,25
1398,654,75
397,761,25
242,503,25
91,1250,25
966,122,5
945,275,25
296,610,53
298,181,53
648,597,12
177,861,25
156,230,25
212,1493,76
945,947,25
708,906,25
960,760,25
168,148,8
882,662,63
711,798,9
1180,989,8
763,379,25
955,1398,25
204,1217,5
885,1005,66
171,89,5
560,106,66
842,574,12
721,1227,5
37,845,63
685,961,9
289,682,80
549,109,25
1258,1438,25
1180,1377,9
1282,463,45
1390,1045,53
528,837,25
900,38,5
1320,1470,9
106,153,9
862,298,25
895,1154,5
880,406,9
1194,1304,9
1002,343,12
456,908,75
223,399,25
900,776,6
1192,824,9
1131,1164,5
410,431,25
485,94,6
709,772,53
278,421,25
750,462,64
253,406,5
310,1035,45
1366,632,60
253,369,25
90,964,25
1492,158,25
219,798,9
406,1391,9
87,475,37
366,38,5
1120,1035,33
182,641,25
883,944,73
1535,938,25
1288,1020,70
418,1462,25
526,388,25
181,805,25
666,706,12
900,203,50
526,441,25
734,755,25
544,838,9
1484,1210,63
1051,1416,9
861,1380,5
1487,1137,5
1334,1164,9
892,181,25
605,236,77
871,762,5
1048,1177,25
1441,1414,66
444,707,25
1379,148,9
502,406,5
1217,636,8
549,369,66
115,1072,5
944,887,53
1062,230,25
679,518,5
479,474,25
384,1322,8
580,1037,14
1048,1458,8
990,761,12
295,1453,55
354,1057,53
1014,970,25
232,840,5
1446,863,25
310,207,12
636,312,25
671,556,25
59,503,25
213,789,25
282,1203,66
585,841,46
404,968,5
461,922,66
636,837,25
1138,1004,25
211,641,25
397,1444,5
635,690,12
789,802,25
1126,708,66
780,299,71
789,717,9
1404,1248,57
855,1196,50
1021,960,9
813,1444,66
522,95,25
690,379,25
1487,58,5
1520,796,78
1487,459,5
1379,943,9
155,122,5
314,579,25
1246,961,9
204,516,75
134,89,5
389,1207,25
151,840,5
1109,1433,5
760,1521,9
974,1446,66
531,988,5
210,878,12
512,47,5
512,27,5
674,477,25
472,974,25
1038,845,5
916,1348,66
610,201,53
58,1054,1
822,195,9
792,502,25
819,91,9
857,1254,9
1290,444,25
612,1461,5
91,950,25
792,1046,25
91,321,25
90,827,25
486,772,53
603,1085,25
1231,1102,9
1440,1006,6
44,643,75
977,105,5
911,1171,25
662,989,6
1225,286,9
760,455,9
231,1085,25
746,1041,25
1446,632,66
761,497,25
112,536,77
170,124,5
169,1305,25
203,324,25
166,89,5
703,275,5
527,867,25
109,873,25
143,71,5
380,450,25
528,484,5
950,1159,77
529,294,5
512,898,75
1049,887,53
521,950,25
492,1136,75
1443,1413,25
1367,47,9
1314,658,49
484,99,5
1185,67,63
119,1304,9
72,232,25
1065,77,9
351,211,34
1067,167,53
222,1208,9
662,294,5
253,259,9
1171,286,5
294,1178,45
41,614,43
299,597,63
1452,263,9
49,717,9
885,274,66
1344,1317,9
583,922,25
955,526,25
232,89,5
1326,691,45
1186,944,53
590,454,63
970,1055,40
1414,203,25
38,53,75
575,570,25
213,579,25
383,282,5
360,1007,25
621,1458,6
935,124,5
702,1248,57
544,301,25
363,157,5
437,659,53
1460,304,66
5,786,5
409,438,66
931,406,5
1217,881,9
1422,887,53
296,792,53
779,988,8
201,667,25
180,27,5
717,1433,5
239,990,73
38,813,25
1004,1026,25
185,698,83
5,442,8
1379,27,9
307,1185,8
1545,582,25
472,898,75
210,1384,9
716,703,51
518,176,5
979,635,64
155,458,9
1392,1072,9
339,776,8
134,511,25
534,1377,9
726,533,25
288,188,25
643,1377,9
1315,870,75
308,290,5
309,1401,25
1215,5,19
1153,1317,9
287,1510,25
1180,155,5
1008,1219,8
1304,840,9
1165,157,5
1007,246,53
1137,969,9
80,836,25
472,1360,25
52,1371,25
24,1164,5
419,680,25
415,379,25
770,274,25
571,602,25
1024,117,45
1419,71,5
410,136,25
768,106,5
1008,888,6
332,516,75
923,122,5
960,253,25
299,1210,63
508,1212,75
1260,1552,25
317,983,66
921,915,25
1139,635,65
705,177,25
339,1060,8
498,1345,25
324,74,25
169,791,36
551,245,25
555,24,5
686,1260,25
1345,1391,9
168,400,25
171,69,5
110,707,25
683,1384,9
351,1335,25
1488,943,25
1355,363,25
683,95,25
653,699,25
477,472,66
1091,1129,25
670,770,25
484,966,8
321,105,5
1066,1147,75
132,1417,8
738,754,12
284,762,9
160,1203,66
106,99,9
1008,467,33
1050,60,5
106,835,25
298,1063,53
874,1117,5
75,1085,25
574,626,66
1004,780,25
888,182,66
1035,1420,12
523,1007,25
216,560,6
874,328,25
610,1474,40
